RUN	com.octoperf.tutorials.one.PetStoreSimulation4	petstoresimulation4	1623510936094	testing	3.6.0
USER	PetStoreSimulation	START	1623510937949
USER	PetStoreSimulation	START	1623510938280
USER	PetStoreSimulation	START	1623510938612
REQUEST		request_0	1623510937985	1623510939033	OK	 
REQUEST		request_0	1623510938280	1623510939164	OK	 
REQUEST		request_1	1623510939069	1623510939316	OK	 
REQUEST		request_1	1623510939167	1623510939427	OK	 
REQUEST		request_0	1623510938613	1623510939482	OK	 
REQUEST		request_7	1623510939346	1623510939799	OK	 
REQUEST		request_7	1623510939428	1623510939888	OK	 
REQUEST		request_1	1623510939485	1623510940035	OK	 
REQUEST		request_8	1623510939800	1623510940053	OK	 
REQUEST		request_2	1623510939071	1623510940169	OK	 
REQUEST		request_8	1623510939888	1623510940169	OK	 
REQUEST		request_3	1623510939071	1623510940307	OK	 
REQUEST		request_7	1623510940036	1623510940346	OK	 
REQUEST		request_4	1623510939072	1623510940346	OK	 
REQUEST		request_4	1623510939170	1623510940346	OK	 
REQUEST		request_5	1623510939072	1623510940347	OK	 
REQUEST		request_6	1623510939073	1623510940349	OK	 
REQUEST		request_2	1623510939168	1623510940354	OK	 
REQUEST		request_9	1623510940054	1623510940354	OK	 
REQUEST		request_5	1623510939171	1623510940384	OK	 
REQUEST		request_3	1623510939169	1623510940386	OK	 
REQUEST		request_10	1623510940170	1623510940389	OK	 
REQUEST		request_9	1623510940170	1623510940435	OK	 
REQUEST		request_6	1623510939171	1623510940437	OK	 
REQUEST		request_11	1623510940308	1623510940542	OK	 
REQUEST		request_10	1623510940346	1623510940605	OK	 
REQUEST		request_12	1623510940346	1623510940605	OK	 
REQUEST		request_8	1623510940346	1623510940608	OK	 
REQUEST		request_6	1623510939488	1623510940636	OK	 
REQUEST		request_13	1623510940348	1623510940636	OK	 
REQUEST		request_14	1623510940350	1623510940637	OK	 
REQUEST		request_12	1623510940385	1623510940637	OK	 
REQUEST		request_11	1623510940355	1623510940730	OK	 
REQUEST		request_3	1623510939487	1623510940730	OK	 
REQUEST		request_13	1623510940386	1623510940730	OK	 
REQUEST		request_2	1623510939486	1623510940755	OK	 
REQUEST		request_4	1623510939487	1623510940757	OK	 
REQUEST		request_14	1623510940436	1623510940764	OK	 
REQUEST		request_5	1623510939488	1623510940819	OK	 
REQUEST		request_15	1623510940355	1623510940985	OK	 
REQUEST		request_9	1623510940608	1623510940985	OK	 
REQUEST		request_10	1623510940637	1623510940987	OK	 
USER	PetStoreSimulation	END	1623510940993
USER	PetStoreSimulation	START	1623510940994
REQUEST		request_11	1623510940730	1623510941065	OK	 
REQUEST		request_12	1623510940756	1623510941066	OK	 
REQUEST		request_13	1623510940758	1623510941069	OK	 
REQUEST		request_14	1623510940819	1623510941070	OK	 
REQUEST		request_15	1623510940437	1623510941130	OK	 
USER	PetStoreSimulation	END	1623510941133
USER	PetStoreSimulation	START	1623510941134
REQUEST		request_15	1623510940985	1623510941455	OK	 
USER	PetStoreSimulation	END	1623510941457
